OPEN 6.3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thr Dec 16 2021 09:50:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit=,PSC-3719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightSource=,6400-02 or -02B LED Source,1,"0,159999996423721",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A/D AvgTime=,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Config=,/User/Configs/UserPrefs/2x3 LED.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,long._I_R2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs
52,11:38:06,"6603,50002804026",0,"4,09770312169038","0,0602236677458524","277,147519181351","1,15730173396636","1,70301284775253","29,9950084686279","2,70000004768372","2,14456530656503",1,"4,28913061313007","29,836498260498","29,9950084686279","29,7913551330566","400,284545898438","397,823974609375","27,5443820953369","28,1515331268311","59,2589721679688","60,5651931762695","500,163726806641","99,2607421875","0,11028665304184","90,802001953125","4,4202618598938","0,326321929693222",1,"-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,85245821471641","0,00115730173396636","303,145008468628","302,986498260498","15,8817183950159","-0,303158416564145","4,2592284137185","46,9067677155098","18,7552345886788","29,915753364563","4,23987663129643","0,0593897761098663","2,55621556596598","1,68366106533045","0,0371926399879908","25,1655495780088","0,696658665314184","59,0320818548323","396,534226240009","0,00610025390216927"
53,11:38:06,"6604,00002802908",0,"4,13588113176677","0,0602034208645565","276,117651782035","1,1566176133533","1,70258622016319","29,9925765991211","2,70000004768372","2,14456530656503",1,"4,28913061313007","29,8359432220459","29,9925765991211","29,7905826568604","400,320159912109","397,839050292969","27,5427398681641","28,1495494842529","59,2576065063477","60,5631408691406","500,150329589844","99,363166809082","0,0283904951065779","90,8024215698242","4,4202618598938","0,326321929693222",1,"-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,85240859539582","0,0011566176133533","303,142576599121","302,985943222046","15,8981063341028","-0,302593841607264","4,25863347943296","46,8999989846989","18,750449500446","29,9142599105835","4,23951271027131","0,0593700859550127","2,55604725926976","1,68346545100155","0,0371802845124966","25,0721514199823","0,694043612809507","59,0366186153538","396,537285429294","0,00615751521953892"
54,11:38:07,"6604,50002801791",0,"4,15121171942563","0,0601399657322649","275,637129400631","1,15519066126641","1,70225651144321","29,9909782409668","2,70000004768372","2,14456530656503",1,"4,28913061313007","29,8354339599609","29,9909782409668","29,7908420562744","400,367462158203","397,878387451172","27,5428676605225","28,1489219665527","59,2595138549805","60,5634613037109","500,156158447266","99,3373413085938","0,121205672621727","90,8022689819336","4,4202618598938","0,326321929693222",1,"-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,85243018375626","0,00115519066126641","303,140978240967","302,985433959961","15,893974254117","-0,302006265491314","4,25824249540159","46,8957719134621","18,7468499469093","29,9132061004639","4,23925593691383","0,059308374454441","2,55598598395838","1,68326995295545","0,0371415609547397","25,0284767652441","0,692767282903642","59,0402964990028","396,57179729883","0,00618018659961192"
Remark=,"""11:38:24 Lamp: ParIn ->  50 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:41:23 Flow: Fixed -> 500 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,11:41:40,"6817,50002797321",0,"2,37328778454908","0,0471433351882234","306,652027470691","0,914054625192563","1,71330583230096","29,951057434082","2,70000004768372","2,14456530656503",1,"4,28913061313007","29,824577331543","29,951057434082","29,7862796783447","400,483520507813","399,005737304688","27,4419479370117","27,921516418457","59,0756340026856","60,108024597168","500,249450683594","49,6222152709961","0,00218392605893314","90,7966995239258","4,39267110824585","0,329021871089935",1,"-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,85277571055137","0,000914054625192563","303,101057434082","302,974577331543","7,9395542658965","-0,277239440394666","4,24848736879996","46,7912092738618","18,8696928554048","29,8878173828125","4,23307376976483","0,0466307997536181","2,535181536499","1,69789223326582","0,0291898686175433","27,842991996659","0,768540396291411","58,5630694414186","398,258747110606","0,00348986728701826"
56,11:41:41,"6818,00002796203",0,"2,30606566514608","0,0471012815590791","308,892597275402","0,913090429672483","1,7130065340254","29,9490776062012","2,70000004768372","2,14456530656503",1,"4,28913061313007","29,8237762451172","29,9490776062012","29,7857551574707","400,488464355469","399,047088623047","27,4405632019043","27,9196472167969","59,0750427246094","60,1064300537109","500,228057861328","49,6501312255859","0,0644264966249466","90,7961883544922","4,39267110824585","0,329021871089935",1,"-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,85269647787771","0,000913090429672483","303,099077606201","302,973776245117","7,94402081853104","-0,27673973909618","4,24800408151267","46,7861499309568","18,86650271416","29,8864269256592","4,232735419728","0,0465896551566201","2,53499754748726","1,69773787224074","0,0291640727137702","28,0462704435257","0,774075556700006","58,5653419755859","398,321256530544","0,00339061805221739"
57,11:41:41,"6818,50002795085",0,"2,2253225859769","0,0471231270617853","311,692898207651","0,91364148851214","1,71325382470933","29,9498252868652","2,70000004768372","2,14456530656503",1,"4,28913061313007","29,8236083984375","29,9498252868652","29,7859230041504","400,48779296875","399,089874267578","27,4395561218262","27,918924331665","59,0734596252441","60,1054725646973","500,233581542969","49,6897010803223","0,0305755026638508","90,7962188720703","4,39267110824585","0,329021871089935",1,"-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,8527169359575","0,00091364148851214","303,099825286865","302,973608398438","7,95035199514734","-0,276976416293823","4,24818658899996","46,7881442836904","18,8692199520254","29,8867168426514","4,23280596539013","0,0466110285460783","2,53493276429063","1,6978732010995","0,0291774729065558","28,3005366065318","0,781009287142851","58,5613221827693","398,38945598657","0,00327111651575386"
Remark=,"""11:41:56 Lamp: ParIn ->  20 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:44:45 Flow: Fixed -> 500 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,11:45:01,"7019,00002798438",0,"0,416520876687256","0,0397506473627092","370,960447870436","0,765549108766379","1,69955205168084","29,7852573394775","2,70000004768372","2,14456530656503",1,"4,28913061313007","29,914758682251","29,7852573394775","30,0860252380371","400,218688964844","399,828643798828","27,2274131774902","27,6292190551758","58,310359954834","59,1708641052246","500,210083007813","20,3827743530273","0,355979710817337","90,7962036132813","4,31949472427368","0,333791375160217",1,"-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,85262990434735","0,000765549108766379","302,935257339478","303,064758682251","3,26124382358989","-0,236862804071942","4,20818025069053","46,347535284779","18,7183162296032","29,8500080108643","4,22388173034656","0,0393856306596235","2,50862819900969","1,71525353133687","0,024648555439329","33,6818003573181","0,927798579776298","58,4470170596812","399,697544227785","0,000609070611942007"
59,11:45:01,"7019,50002797321",0,"0,556547947914189","0,0398038003250512","365,401660204753","0,76692906981684","1,70035103952745","29,7888851165772","2,70000004768372","2,14456530656503",1,"4,28913061313007","29,9181957244873","29,7888851165772","30,1043605804443","400,306304931641","399,840393066406","27,2276191711426","27,6301326751709","58,2991981506348","59,1610450744629","500,230316162109","20,3290481567383","0,298110067844391","90,7960739135742","4,31949472427368","0,333791375160217",1,"-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,85270484195453","0,00076692906981684","302,938885116577","303,068195724487","3,25264763237578","-0,237448535721723","4,20905860814413","46,3572754494935","18,7271427743226","29,8535404205322","4,22473977605063","0,0394378112919552","2,50870756861668","1,71603220743396","0,0246812546611039","33,1770361480935","0,913868800004073","58,4364382044616","399,665220100728","0,000813748060386908"
60,11:45:02,"7020,00002796203",0,"0,668821116488509","0,0399345930066289","361,01942170165","0,769839635209719","1,70124949629204","29,7934112548828","2,70000004768372","2,14456530656503",1,"4,28913061313007","29,9217090606689","29,7934112548828","30,1218147277832","400,384674072266","399,857513427734","27,2283096313477","27,632360458374","58,2887916564941","59,1537628173828","500,217102050781","20,3770923614502","0,329776495695114","90,7959060668945","4,31949472427368","0,333791375160217",1,"-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,85265590080233","0,000769839635209719","302,943411254883","303,071709060669","3,26033470495787","-0,238533716798399","4,21015470087713","46,3694331964183","18,7370727380442","29,8575601577759","4,22571638164926","0,0395662059201178","2,5089052045851","1,71681117706416","0,0247617142047265","32,7790855011476","0,90287017144395","58,4262483807296","399,6470025833","0,000977780601922307"
Remark=,"""11:45:19 Lamp: ParIn ->  10 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:48:03 Flow: Fixed -> 500 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,11:48:20,"7217,50002797321",0,"0,102370325376947","0,0316366896367537","382,249250905057","0,643254749658678","1,79012805151468","30,1180305480957","2,70000004768372","2,14456530656503",1,"4,28913061313007","30,1159038543701","30,1180305480957","30,1409740447998","400,462310791016","400,268096923828","27,1899929046631","27,5276107788086","57,5588302612305","58,2735366821289","500,263275146484","10,4464159011841","0,117932699620724","90,7921600341797","4,41845846176148","0,33425372838974",1,"-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,85282691226488","0,000643254749658678","303,268030548096","303,26590385437","1,67142650683016","-0,218582366208256","4,28941929470288","47,244379835088","19,7167690562794","30,1169672012329","4,28915754157528","0,0314050455649863","2,4992912431882","1,78986629838708","0,0196488346339564","34,7052351611172","0,954983057212774","56,9630173423057","400,235875956055","0,000145697149358613"
62,11:48:21,"7218,00002796203",0,"0,150005543684413","0,0316914956428927","379,904194834329","0,644280311855054","1,78990336032504","30,1169776916504","2,70000004768372","2,14456530656503",1,"4,28913061313007","30,1159687042236","30,1169776916504","30,1412544250488","400,514831542969","400,294677734375","27,1891307830811","27,527286529541","57,5566749572754","58,272518157959","500,264038085938","10,4324016571045","0,175807863473892","90,7919769287109","4,41845846176148","0,33425372838974",1,"-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,85282973796651","0,000644280311855054","303,26697769165","303,265968704224","1,66918422782754","-0,218861001116966","4,28916012382515","47,2416205585319","19,7143340289909","30,116473197937","4,28903594261566","0,0314590512443963","2,4992567635001","1,78977917911555","0,019682659411037","34,4922528925189","0,949061318987668","56,9664338176144","400,247463624515","0,000213499938242957"
63,11:48:21,"7218,50002795085",0,"0,147808453176441","0,0318666378354288","380,070290235515","0,647905465966531","1,79016390256633","30,1184501647949","2,70000004768372","2,14456530656503",1,"4,28913061313007","30,1168937683105","30,1184501647949","30,1421794891357","400,532623291016","400,312866210938","27,188138961792","27,5281963348389","57,5519638061523","58,2718009948731","500,26513671875","10,4926462173462","0,211848929524422","90,7926788330078","4,41845846176148","0,33425372838974",1,"-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,85283380697685","0,000647905465966531","303,268450164795","303,266893768311","1,67882335725076","-0,220143385489401","4,28952259124734","47,2452475946538","19,717051259815","30,1176719665527","4,28933102482804","0,0316316266683405","2,49935868868101","1,78997233614703","0,0197907474803497","34,5075997953212","0,949433111738268","56,9654496176209","400,266343633337","0,00021035930515792"
Remark=,"""11:48:43 Lamp: ParIn ->  0 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:51:41 Flow: Fixed -> 500 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,11:51:54,"7432,00002805144",0,"-1,21986037156561","0,0238726368042512","468,499397812348","0,492408488428462","1,81276257140722","30,1428451538086","2,70000004768372","2,14456530656503",1,"4,28913061313007","29,7780227661133","30,1428451538086","29,6395606994629","400,212158203125","400,764099121094","27,0883865356445","27,3469123840332","58,465217590332","59,0232009887695","500,199554443359","0,10213952511549","0,0600598640739918","90,7879104614258","4,45564699172974","0,346884280443192",1,"-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,85259090966488","0,000492408488428462","303,292845153809","302,928022766113","0,016342323653199","-0,213303228879507","4,29553160432528","47,3139163848294","19,9670040007962","29,9604339599609","4,2507768832301","0,0237405008528127","2,48276903291806","1,76800785031204","0,0148496283136632","42,5340813798194","1,16901538545943","56,405044154648","401,148049075094","-0,00171523402093831"
65,11:51:55,"7432,00002805144",0,"-1,21986037156561","0,0238726368042512","468,499397812348","0,492408488428462","1,81276257140722","30,1428451538086","2,70000004768372","2,14456530656503",1,"4,28913061313007","29,7780227661133","30,1428451538086","29,6395606994629","400,212158203125","400,764099121094","27,0883865356445","27,3469123840332","58,465217590332","59,0232009887695","500,199554443359","0,10213952511549","0,0600598640739918","90,7879104614258","4,45564699172974","0,346884280443192",1,"-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,85259090966488","0,000492408488428462","303,292845153809","302,928022766113","0,016342323653199","-0,213303228879507","4,29553160432528","47,3139163848294","19,9670040007962","29,9604339599609","4,2507768832301","0,0237405008528127","2,48276903291806","1,76800785031204","0,0148496283136632","42,5340813798194","1,16901538545943","56,405044154648","401,148049075094","-0,00171523402093831"
66,11:51:55,"7432,50002804026",0,"-1,2956546270378","0,0236923125157365","474,194638665181","0,488778014606535","1,81301801838509","30,1431636810303","2,70000004768372","2,14456530656503",1,"4,28913061313007","29,7779445648193","30,1431636810303","29,6392650604248","400,197631835938","400,791290283203","27,0883293151855","27,3449611663818","58,4653625488281","59,0192604064941","500,177001953125","0,140624329447746","0,138683170080185","90,7879180908203","4,45564699172974","0,346884280443192",1,"-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,85250738192475","0,000488778014606535","303,29316368103","302,927944564819","0,0224998922087276","-0,211982168829492","4,29561011295522","47,3147771563401","19,9698159899583","29,9605541229248","4,25080623101453","0,023562159786997","2,48259209457014","1,7682141364444","0,0147379882294768","43,0511440142406","1,18314606669748","56,3978995229141","401,199096410894","-0,00182134506597289"
Remark=,"""11:52:14 Lamp: ParIn ->  1000 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""11:58:47 meso._I_R4""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:04:20 Lamp: ParIn ->  1500 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:11:20 Lamp: ParIn ->  2000 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:29:14 Flow: Fixed -> 500 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,12:29:25,"9683,00002809614",0,"21,3400325498392","0,175922312796266","177,605516594008","2,91027576897059","1,50471956597946","29,9688453674316",3,"2,07869574427605",1,"4,15739148855209","27,5528144836426","29,9688453674316","26,5169734954834","399,935119628906","386,459259033203","28,5839385986328","30,2768611907959","70,1766891479492","74,3329925537109","500,110595703125","2000,63232421875","0,383288979530335","90,7660827636719","5,60364675521851","0,34842637181282","0,666666686534882","-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,66703531901042","0,00291027576897059","303,118845367432","300,702814483643","320,101164720181","1,37241653824281","4,25283165464745","46,8548550863495","16,5779938955536","28,7608299255371","3,96644738106686","0,168780282110661","2,74811208866799","1,21833529239887","0,106106906753705","16,1205570184564","0,459571125397072","64,6931787841238","379,529662909862","0,0363754055591077"
68,12:29:26,"9684,00002807379",0,"21,2839508570476","0,176134704923083","178,422555077791","2,91518240207805","1,50551576772697","29,9712543487549",3,"2,07869574427605",1,"4,15739148855209","27,5528888702393","29,9712543487549","26,5158004760742","399,972930908203","386,530548095703","28,5788097381592","30,2744522094727","70,1640777587891","74,3270568847656","500,151458740234","2000,44897460938","0,313404858112335","90,7664489746094","5,60364675521851","0,34842637181282","0,666666686534882","-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,66717152913411","0,00291518240207805","303,121254348755","300,702888870239","320,071828783337","1,37010977488206","4,25342028943232","46,8611512016092","16,5866989921366","28,7620716094971","3,9667328874871","0,168975769475768","2,74790452170535","1,21882836578175","0,106230525837276","16,1947817413877","0,46160013990308","64,6810451065124","379,619162979306","0,0362644544765653"
69,12:29:27,"9684,50002806261",0,"21,1734842170982","0,176499556971777","179,89283825766","2,91634442894585","1,50315628198895","29,9616718292236",3,"2,07869574427605",1,"4,15739148855209","27,5529460906982","29,9616718292236","26,5151462554932","399,947784423828","386,571685791016","28,5782432556152","30,2745151519775","70,1627731323242","74,3273086547852","500,165130615234","2000,37756347656","0,269725888967514","90,7668685913086","5,60364675521851","0,34842637181282","0,666666686534882","-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,66721710205078","0,00291634442894585","303,111671829224","300,702946090698","320,060403002342","1,37056886300947","4,25107922045407","46,8351424526409","16,5606273006633","28,7573089599609","3,96563788581639","0,169311537410601","2,74792293846513","1,21771494735126","0,10644285716273","16,3283096106505","0,46535440869022","64,7204246491041","379,696171716435","0,0360908798115328"
Remark=,"""12:29:38 Lamp: ParIn ->  1700 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:33:56 Flow: Fixed -> 500 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,12:34:15,"9973,00002791733",0,"22,4368459222153","0,170036868892492","159,7908411607","2,78309739644151","1,48724757047754","29,7904624938965",3,"2,07869574427605",1,"4,15739148855209","27,7392082214355","29,7904624938965","26,8636646270752","399,802093505859","385,701934814453","28,3739833831787","29,9930667877197","68,9023513793945","72,8340682983398","500,213348388672","1700,89379882813","0,254432827234268","90,7607421875","5,50730419158936","0,345036625862122",1,"-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,66737782796224","0,00278309739644151","302,940462493896","300,889208221436","272,14300172963","1,05265637721142","4,20944057261024","46,3795300826659","16,3864632949462","28,764835357666","3,96736843386076","0,163355640598319","2,7221930021327","1,24517543172806","0,102677231601844","14,50273533851","0,414285816941958","64,7094065271468","378,416178330274","0,0383671488458514"
71,12:34:16,"9973,50002790615",0,"22,4265984910362","0,169736581021608","159,499589681554","2,78168319397724","1,48901419368998","29,7962741851807",3,"2,07869574427605",1,"4,15739148855209","27,7395038604736","29,7962741851807","26,864782333374","399,782409667969","385,68896484375","28,3707752227783","29,9890174865723","68,8935775756836","72,8232040405273","500,221130371094","1700,98767089844","0,104831777513027","90,7610244750977","5,50730419158936","0,345036625862122",1,"-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,66740376790365","0,00278168319397724","302,946274185181","300,889503860474","272,158021260544","1,05274476272161","4,2108481437729","46,3948943737214","16,4058768871491","28,7678890228272","3,96807075226665","0,163078468187027","2,72183395008292","1,24623680218374","0,102502026871274","14,4763461628555","0,413544602568989","64,6766384655821","378,406535934597","0,0383311826006148"
72,12:34:17,"9974,5000278838",0,"22,5257238511269","0,169882899359481","158,678114741824","2,78487752579849","1,48948470348462","29,7978324890137",3,"2,07869574427605",1,"4,15739148855209","27,7405452728272","29,7978324890137","26,8652000427246","399,796630859375","385,642211914063","28,3678569793701","29,98805809021","68,8821563720703","72,816291809082","500,190582275391","1701,04956054688","0,0120120625942945","90,7608261108398","5,50730419158936","0,345036625862122","0,666666686534882","-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,66730194091797","0,00278487752579849","302,947832489014","300,890545272827","272,167923604073","1,05158670373248","4,21122562921193","46,3991548960678","16,4110968058579","28,7691888809204","3,96836974206247","0,163213528086098","2,72174092572731","1,24662881633516","0,102587399784764","14,4017567796786","0,411464590336869","64,6697780698321","378,327594735777","0,0385045548509905"
Remark=,"""12:34:27 Lamp: ParIn ->  1400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:36:52 Flow: Fixed -> 500 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,12:37:05,"10142,5000280626",0,"22,7744654944318","0,153326798192654","133,331376920291","2,6144900217736","1,54404956880624","29,7521991729736",3,"2,07869574427605",1,"4,15739148855209","28,3761882781982","29,7521991729736","27,8452472686768","400,063720703125","385,79833984375","27,7437496185303","29,2660541534424","64,9152221679688","68,4771347045898","500,157653808594","1400,76489257813","0,430248290300369","90,758186340332","5,14718437194824","0,333703547716141","0,666666686534882","-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,66719217936198","0,0026144900217736","302,902199172974","301,526188278198","224,122377802974","0,778117566350853","4,20018356511061","46,2788397881866","17,0127856347442","29,0641937255859","4,03673627084896","0,14787315787561","2,65613399630437","1,38060227454458","0,0928956999169234","12,1009139515448","0,34559862796271","63,1543298990774","378,402950570898","0,0380099072943411"
74,12:37:05,"10143,5000280403",0,"22,7202327656788","0,153766834275508","134,608852177699","2,60963142572672","1,53700639447967","29,7201232910156",3,"2,07869574427605",1,"4,15739148855209","28,3761615753174","29,7201232910156","27,8546257019043","400,028900146484","385,797607421875","27,7387657165527","29,258207321167","64,9038772583008","68,4591064453125","500,172882080078","1400,77807617188","0,305761426687241","90,7584915161133","5,14718437194824","0,333703547716141","0,666666686534882","-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,66724294026693","0,00260963142572672","302,870123291016","301,526161575317","224,124487177927","0,783193365051631","4,19243715541449","46,1933322753625","16,9351249541955","29,0481424331665","4,03299018484378","0,14828240583364","2,65543076093482","1,37755942390896","0,0931541193732734","12,2168963683635","0,348910541662594","63,2601644550177","378,419828755101","0,037981246012964"
75,12:37:06,"10144,0000280291",0,"22,6547761106059","0,154595610046627","136,578271059873","2,6155515647548","1,53257651491544","29,7016487121582",3,"2,07869574427605",1,"4,15739148855209","28,376537322998","29,7016487121582","27,8629665374756","399,999572753906","385,806823730469","27,734956741333","29,2577743530273","64,8938674926758","68,4569396972656","500,196411132813","1400,76171875","0,217306166887283","90,7589416503906","5,14718437194824","0,333703547716141","0,666666686534882","-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,66732137044271","0,0026155515647548","302,851648712158","301,526537322998","224,121869990486","0,782887142779761","4,18798115024215","46,1440060239411","16,8862316709138","29,0390930175781","4,03087954878691","0,149052967617698","2,6554046353267","1,37547491346021","0,093640710249974","12,3956993338343","0,354006882872785","63,3350722400982","378,450300335081","0,037913614555942"
Remark=,"""12:37:20 Lamp: ParIn ->  1100 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:40:25 Flow: Fixed -> 500 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,12:40:38,"10355,0000280738",0,"21,605464876676","0,126441919163395","98,9941466965374","2,34350969590039","1,66836050426677","29,8849430084229",3,"2,07869574427605",1,"4,15739148855209","28,9492111206055","29,8849430084229","28,6132698059082","400,404052734375","386,902313232422","26,885856628418","28,2516746520996","60,8497886657715","63,9409980773926","500,206085205078","1100,15869140625","0,116840712726116","90,7561721801758","4,81298017501831","0,327862471342087",1,"-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,66735361735026","0,00234350969590039","303,034943008423","302,099211120605","176,025386690526","0,517581847246527","4,23237435337103","46,6345621647485","18,3828875126489","29,4170770645142","4,11986310068095","0,122709850849784","2,56401384910426","1,55584925157669","0,0770204495273868","8,98432982242053","0,255863413866614","60,2563479521698","379,886525168241","0,0342698759504779"
77,12:40:39,"10356,0000280514",0,"21,499512320031","0,12678381529051","101,122141378993","2,34985060435838","1,66850265615355","29,8845539093018",3,"2,07869574427605",1,"4,15739148855209","28,9492893218994","29,8845539093018","28,6149730682373","400,393768310547","386,954711914063","26,8795700073242","28,2490177154541","60,8353958129883","63,9348030090332","500,231506347656","1100,29248046875","0,163799107074738","90,7563247680664","4,81298017501831","0,327862471342087",1,"-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,66743835449219","0,00234985060435838","303,034553909302","302,099289321899","176,046792940047","0,515456161694579","4,23227968231617","46,6334406239127","18,3844229084586","29,4169216156006","4,11982615636976","0,123031836279473","2,56377702616261","1,55604913020714","0,0772234113245146","9,17747390423422","0,261328104466786","60,2553225871034","379,973329065715","0,0340934468609723"
78,12:40:39,"10356,5000280403",0,"21,3444551126139","0,126642754814514","102,85506676359","2,3473792740422","1,6685537213485","29,8836784362793",3,"2,07869574427605",1,"4,15739148855209","28,9491596221924","29,8836784362793","28,6154937744141","400,352996826172","387,007171630859","26,8780746459961","28,2461128234863","60,8324546813965","63,9287033081055","500,221771240234","1100,33154296875","0,0393119640648365","90,7563095092773","4,81298017501831","0,327862471342087",1,"-0,219565242528915","2,73739147186279",1,0,"0,159999996423721",111115,"1,66740590413411","0,0023473792740422","303,033678436279","302,099159622192","176,053042939908","0,516501687633731","4,2320666791908","46,6311014856568","18,3849886621705","29,4164190292358","4,11970671262836","0,122898996843428","2,56351295784229","1,55619375478607","0,0771396761450147","9,33474627379378","0,265770441230213","60,2509052413673","380,076139400343","0,0338359241505587"
Remark=,"""12:40:50 Lamp: ParIn ->  500 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""12:43:37 Flow: Fixed -> 500 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
